record_id,employee_id,employee_name,legal_entity,country,cost_center,payroll_period,posting_date,concept_code,concept_name,amount,currency
PAY000816,EMP0272,Pablo Benitez,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,335.50,EUR
PAY000817,EMP0273,Pablo Cabrera,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2436.00,EUR
PAY000818,EMP0273,Pablo Cabrera,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,696.00,EUR
PAY000819,EMP0273,Pablo Cabrera,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,348.00,EUR
PAY000820,EMP0274,Pablo Dominguez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,2523.50,EUR
PAY000821,EMP0274,Pablo Dominguez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,721.00,EUR
PAY000822,EMP0274,Pablo Dominguez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,360.50,EUR
PAY000823,EMP0275,Pablo Estevez,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2611.00,EUR
PAY000824,EMP0275,Pablo Estevez,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,746.00,EUR
PAY000825,EMP0275,Pablo Estevez,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,373.00,EUR
PAY000826,EMP0276,Pablo Fernandez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2698.50,EUR
PAY000827,EMP0276,Pablo Fernandez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,771.00,EUR
PAY000828,EMP0276,Pablo Fernandez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,385.50,EUR
PAY000829,EMP0277,Pablo Garrido,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,2261.00,EUR
PAY000830,EMP0277,Pablo Garrido,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,646.00,EUR
PAY000831,EMP0277,Pablo Garrido,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,323.00,EUR
PAY000832,EMP0278,Pablo Herrera,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2348.50,EUR
PAY000833,EMP0278,Pablo Herrera,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,671.00,EUR
PAY000834,EMP0278,Pablo Herrera,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,335.50,EUR
PAY000835,EMP0279,Pablo Iglesias,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2436.00,EUR
PAY000836,EMP0279,Pablo Iglesias,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,696.00,EUR
PAY000837,EMP0279,Pablo Iglesias,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,348.00,EUR
PAY000838,EMP0280,Pablo Jimenez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,2523.50,EUR
PAY000839,EMP0280,Pablo Jimenez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,721.00,EUR
PAY000840,EMP0280,Pablo Jimenez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,360.50,EUR
PAY000841,EMP0281,Pablo Lorenzo,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2611.00,EUR
PAY000842,EMP0281,Pablo Lorenzo,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,746.00,EUR
PAY000843,EMP0281,Pablo Lorenzo,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,373.00,EUR
PAY000844,EMP0282,Pablo Martinez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2698.50,EUR
PAY000845,EMP0282,Pablo Martinez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,771.00,EUR
PAY000846,EMP0282,Pablo Martinez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,385.50,EUR
PAY000847,EMP0283,Pablo Navarro,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,2261.00,EUR
PAY000848,EMP0283,Pablo Navarro,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,646.00,EUR
PAY000849,EMP0283,Pablo Navarro,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,323.00,EUR
PAY000850,EMP0284,Pablo Ortega,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2348.50,EUR
PAY000851,EMP0284,Pablo Ortega,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,671.00,EUR
PAY000852,EMP0284,Pablo Ortega,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,335.50,EUR
PAY000853,EMP0285,Pablo Prieto,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2436.00,EUR
PAY000854,EMP0285,Pablo Prieto,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,696.00,EUR
PAY000855,EMP0285,Pablo Prieto,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,348.00,EUR
PAY000856,EMP0286,Pablo Quintero,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,2523.50,EUR
PAY000857,EMP0286,Pablo Quintero,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,721.00,EUR
PAY000858,EMP0286,Pablo Quintero,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,360.50,EUR
PAY000859,EMP0287,Pablo Romero,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2611.00,EUR
PAY000860,EMP0287,Pablo Romero,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,746.00,EUR
PAY000861,EMP0287,Pablo Romero,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,373.00,EUR
PAY000862,EMP0288,Pablo Suarez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2698.50,EUR
PAY000863,EMP0288,Pablo Suarez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,771.00,EUR
PAY000864,EMP0288,Pablo Suarez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,385.50,EUR
PAY000865,EMP0289,Raquel Alonso,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,2261.00,EUR
PAY000866,EMP0289,Raquel Alonso,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,646.00,EUR
PAY000867,EMP0289,Raquel Alonso,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,323.00,EUR
PAY000868,EMP0290,Raquel Benitez,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2348.50,EUR
PAY000869,EMP0290,Raquel Benitez,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,671.00,EUR
PAY000870,EMP0290,Raquel Benitez,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,335.50,EUR
PAY000871,EMP0291,Raquel Cabrera,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2436.00,EUR
PAY000872,EMP0291,Raquel Cabrera,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,696.00,EUR
PAY000873,EMP0291,Raquel Cabrera,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,348.00,EUR
PAY000874,EMP0292,Raquel Dominguez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,2523.50,EUR
PAY000875,EMP0292,Raquel Dominguez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,721.00,EUR
PAY000876,EMP0292,Raquel Dominguez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,360.50,EUR
PAY000877,EMP0293,Raquel Estevez,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2611.00,EUR
PAY000878,EMP0293,Raquel Estevez,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,746.00,EUR
PAY000879,EMP0293,Raquel Estevez,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,373.00,EUR
PAY000880,EMP0294,Raquel Fernandez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2698.50,EUR
PAY000881,EMP0294,Raquel Fernandez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,771.00,EUR
PAY000882,EMP0294,Raquel Fernandez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,385.50,EUR
PAY000883,EMP0295,Raquel Garrido,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,2261.00,EUR
PAY000884,EMP0295,Raquel Garrido,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,646.00,EUR
PAY000885,EMP0295,Raquel Garrido,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,323.00,EUR
PAY000886,EMP0296,Raquel Herrera,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2348.50,EUR
PAY000887,EMP0296,Raquel Herrera,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,671.00,EUR
PAY000888,EMP0296,Raquel Herrera,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,335.50,EUR
PAY000889,EMP0297,Raquel Iglesias,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2436.00,EUR
PAY000890,EMP0297,Raquel Iglesias,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,696.00,EUR
PAY000891,EMP0297,Raquel Iglesias,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,348.00,EUR
PAY000892,EMP0298,Raquel Jimenez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,2523.50,EUR
PAY000893,EMP0298,Raquel Jimenez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,721.00,EUR
PAY000894,EMP0298,Raquel Jimenez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,360.50,EUR
PAY000895,EMP0299,Raquel Lorenzo,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2611.00,EUR
PAY000896,EMP0299,Raquel Lorenzo,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,746.00,EUR
PAY000897,EMP0299,Raquel Lorenzo,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,373.00,EUR
PAY000898,EMP0300,Raquel Martinez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2698.50,EUR
PAY000899,EMP0300,Raquel Martinez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,771.00,EUR
PAY000900,EMP0300,Raquel Martinez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,385.50,EUR
PAY000901,EMP0301,Raquel Navarro,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,2275.00,EUR
PAY000902,EMP0301,Raquel Navarro,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,650.00,EUR
PAY000903,EMP0301,Raquel Navarro,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,325.00,EUR
PAY000904,EMP0302,Raquel Ortega,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2362.50,EUR
PAY000905,EMP0302,Raquel Ortega,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,675.00,EUR
PAY000906,EMP0302,Raquel Ortega,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,337.50,EUR
PAY000907,EMP0303,Raquel Prieto,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2450.00,EUR
PAY000908,EMP0303,Raquel Prieto,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,700.00,EUR
PAY000909,EMP0303,Raquel Prieto,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,350.00,EUR
PAY000910,EMP0304,Raquel Quintero,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,2537.50,EUR
PAY000911,EMP0304,Raquel Quintero,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,725.00,EUR
PAY000912,EMP0304,Raquel Quintero,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,362.50,EUR
PAY000913,EMP0305,Raquel Romero,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2625.00,EUR
PAY000914,EMP0305,Raquel Romero,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,750.00,EUR
PAY000915,EMP0305,Raquel Romero,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,375.00,EUR
PAY000916,EMP0306,Raquel Suarez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2712.50,EUR
PAY000917,EMP0306,Raquel Suarez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,775.00,EUR
PAY000918,EMP0306,Raquel Suarez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,387.50,EUR
PAY000919,EMP0307,Sergio Alonso,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,2275.00,EUR
PAY000920,EMP0307,Sergio Alonso,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,650.00,EUR
PAY000921,EMP0307,Sergio Alonso,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,325.00,EUR
PAY000922,EMP0308,Sergio Benitez,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2362.50,EUR
PAY000923,EMP0308,Sergio Benitez,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,675.00,EUR
PAY000924,EMP0308,Sergio Benitez,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,337.50,EUR
PAY000925,EMP0309,Sergio Cabrera,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2450.00,EUR
PAY000926,EMP0309,Sergio Cabrera,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,700.00,EUR
PAY000927,EMP0309,Sergio Cabrera,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,350.00,EUR
PAY000928,EMP0310,Sergio Dominguez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,2537.50,EUR
PAY000929,EMP0310,Sergio Dominguez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,725.00,EUR
PAY000930,EMP0310,Sergio Dominguez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,362.50,EUR
PAY000931,EMP0311,Sergio Estevez,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2625.00,EUR
PAY000932,EMP0311,Sergio Estevez,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,750.00,EUR
PAY000933,EMP0311,Sergio Estevez,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,375.00,EUR
PAY000934,EMP0312,Sergio Fernandez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2712.50,EUR
PAY000935,EMP0312,Sergio Fernandez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,775.00,EUR
PAY000936,EMP0312,Sergio Fernandez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,387.50,EUR
PAY000937,EMP0313,Sergio Garrido,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,2275.00,EUR
PAY000938,EMP0313,Sergio Garrido,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,650.00,EUR
PAY000939,EMP0313,Sergio Garrido,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,325.00,EUR
PAY000940,EMP0314,Sergio Herrera,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2362.50,EUR
PAY000941,EMP0314,Sergio Herrera,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,675.00,EUR
PAY000942,EMP0314,Sergio Herrera,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,337.50,EUR
PAY000943,EMP0315,Sergio Iglesias,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2450.00,EUR
PAY000944,EMP0315,Sergio Iglesias,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,700.00,EUR
PAY000945,EMP0315,Sergio Iglesias,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,350.00,EUR
PAY000946,EMP0316,Sergio Jimenez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,2537.50,EUR
PAY000947,EMP0316,Sergio Jimenez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,725.00,EUR
PAY000948,EMP0316,Sergio Jimenez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,362.50,EUR
PAY000949,EMP0317,Sergio Lorenzo,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2625.00,EUR
PAY000950,EMP0317,Sergio Lorenzo,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,750.00,EUR
PAY000951,EMP0317,Sergio Lorenzo,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,375.00,EUR
PAY000952,EMP0318,Sergio Martinez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2712.50,EUR
PAY000953,EMP0318,Sergio Martinez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,775.00,EUR
PAY000954,EMP0318,Sergio Martinez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,387.50,EUR
PAY000955,EMP0319,Sergio Navarro,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,2275.00,EUR
PAY000956,EMP0319,Sergio Navarro,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,650.00,EUR
PAY000957,EMP0319,Sergio Navarro,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,325.00,EUR
PAY000958,EMP0320,Sergio Ortega,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2362.50,EUR
PAY000959,EMP0320,Sergio Ortega,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,675.00,EUR
PAY000960,EMP0320,Sergio Ortega,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,337.50,EUR
PAY000961,EMP0321,Sergio Prieto,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2450.00,EUR
PAY000962,EMP0321,Sergio Prieto,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,700.00,EUR
PAY000963,EMP0321,Sergio Prieto,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,350.00,EUR
PAY000964,EMP0322,Sergio Quintero,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,2537.50,EUR
PAY000965,EMP0322,Sergio Quintero,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,725.00,EUR
PAY000966,EMP0322,Sergio Quintero,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,362.50,EUR
PAY000967,EMP0323,Sergio Romero,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2625.00,EUR
PAY000968,EMP0323,Sergio Romero,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,750.00,EUR
PAY000969,EMP0323,Sergio Romero,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,375.00,EUR
PAY000970,EMP0324,Sergio Suarez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2712.50,EUR
PAY000971,EMP0324,Sergio Suarez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,775.00,EUR
PAY000972,EMP0324,Sergio Suarez,ARD Iberia Services SL,Spain,SHARED_SERVICES,2026-03,2026-03-30,BASE_SALARY,Base Salary,387.50,EUR
PAY000973,EMP0325,Tamara Alonso,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,2275.00,EUR
PAY000974,EMP0325,Tamara Alonso,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,650.00,EUR
PAY000975,EMP0325,Tamara Alonso,ARD Iberia Services SL,Spain,FIN-ADM,2026-03,2026-03-30,BASE_SALARY,Base Salary,325.00,EUR
PAY000976,EMP0326,Tamara Benitez,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2362.50,EUR
PAY000977,EMP0326,Tamara Benitez,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,675.00,EUR
PAY000978,EMP0326,Tamara Benitez,ARD Iberia Services SL,Spain,HR-OPS,2026-03,2026-03-30,BASE_SALARY,Base Salary,337.50,EUR
PAY000979,EMP0327,Tamara Cabrera,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,2450.00,EUR
PAY000980,EMP0327,Tamara Cabrera,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,700.00,EUR
PAY000981,EMP0327,Tamara Cabrera,ARD Iberia Services SL,Spain,SALES,2026-03,2026-03-30,BASE_SALARY,Base Salary,350.00,EUR
PAY000982,EMP0328,Tamara Dominguez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,2537.50,EUR
PAY000983,EMP0328,Tamara Dominguez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,725.00,EUR
PAY000984,EMP0328,Tamara Dominguez,ARD Iberia Services SL,Spain,TECH,2026-03,2026-03-30,BASE_SALARY,Base Salary,362.50,EUR
PAY000985,EMP0329,Tamara Estevez,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,2625.00,EUR
PAY000986,EMP0329,Tamara Estevez,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,750.00,EUR
PAY000987,EMP0329,Tamara Estevez,ARD Iberia Services SL,Spain,CUSTOMER_SUCCESS,2026-03,2026-03-30,BASE_SALARY,Base Salary,375.00,EUR
